ID,Mandante,Chutes,Chutes a gol,Posse de bola,Passes,Faltas,Impedimentos,Escanteios,Venceu
6672,1,9,0,57%,455,16,3,7,3
6672,0,12,0,43%,362,12,4,6,0
6673,1,12,0,43%,372,12,2,5,0
6673,0,8,0,57%,476,12,2,4,3
6674,1,20,0,64%,439,15,2,7,0
6674,0,3,0,36%,269,24,2,1,3
6675,1,17,0,66%,464,20,3,8,3
6675,0,7,0,34%,253,21,3,1,0
6676,1,25,0,65%,565,16,0,9,0
6676,0,4,0,35%,311,17,0,1,3
6677,1,22,0,68%,645,17,1,9,3
6677,0,11,0,32%,317,11,6,1,0
6678,1,15,0,49%,463,13,5,3,3
6678,0,11,0,51%,458,11,2,5,0
6679,1,22,0,43%,313,12,0,4,3
6679,0,9,0,57%,405,14,2,6,0
6680,1,8,0,43%,374,16,1,5,3
6680,0,7,0,57%,493,12,5,7,0
6681,1,20,0,59%,453,13,4,4,3
6681,0,3,0,41%,325,24,0,2,0
6682,1,12,0,40%,312,20,2,4,3
6682,0,15,0,60%,474,11,2,5,0
6683,1,11,0,57%,509,11,0,5,3
6683,0,14,0,43%,388,17,2,6,0
6684,1,13,0,69%,614,11,1,10,3
6684,0,4,0,31%,290,20,1,3,0
6685,1,5,0,33%,307,19,5,3,3
6685,0,12,0,67%,583,12,0,8,0
6686,1,21,0,59%,520,13,6,8,0
6686,0,11,0,41%,375,12,1,3,3
6687,1,21,0,57%,498,19,0,4,3
6687,0,12,0,43%,381,15,2,8,0
6688,1,15,0,47%,510,13,2,3,3
6688,0,8,0,53%,560,12,0,3,0
6689,1,15,0,44%,311,21,0,6,1
6689,0,13,0,56%,406,19,5,5,1
6690,1,7,0,45%,371,18,1,11,0
6690,0,8,0,55%,459,9,3,2,3
6691,1,18,0,57%,405,25,3,8,3
6691,0,10,0,43%,319,16,0,2,0
6692,1,9,0,43%,396,23,6,2,3
6692,0,6,0,57%,495,16,0,8,0
6693,1,16,0,53%,425,19,3,11,3
6693,0,4,0,47%,424,20,1,1,0
6694,1,19,0,61%,530,11,4,6,3
6694,0,13,0,39%,341,30,2,6,0
6695,1,15,0,41%,281,32,0,2,3
6695,0,6,0,59%,410,19,2,0,0
6696,1,9,0,45%,448,10,2,6,0
6696,0,6,0,55%,541,13,3,3,3
6697,1,15,0,62%,468,18,5,2,3
6697,0,8,0,38%,296,18,1,2,0
6698,1,11,0,54%,453,17,2,4,0
6698,0,6,0,46%,386,15,1,4,3
6699,1,17,0,47%,378,20,2,9,1
6699,0,14,0,53%,426,12,1,6,1
6700,1,19,0,60%,446,16,0,13,1
6700,0,8,0,40%,304,16,3,4,1
6701,1,11,0,46%,386,19,1,1,3
6701,0,17,0,54%,463,17,2,5,0
6702,1,16,0,58%,457,9,5,7,0
6702,0,11,0,42%,336,14,2,1,3
6703,1,11,0,58%,453,16,0,6,3
6703,0,14,0,42%,357,19,3,2,0
6704,1,13,0,50%,445,16,3,5,3
6704,0,16,0,50%,447,10,5,5,0
6705,1,10,0,55%,426,15,0,3,3
6705,0,7,0,45%,364,14,2,3,0
6706,1,13,0,55%,504,15,5,3,0
6706,0,3,0,45%,410,25,0,2,3
6707,1,10,0,51%,421,14,5,7,3
6707,0,11,0,49%,408,13,1,8,0
6708,1,13,0,62%,508,11,4,7,0
6708,0,11,0,38%,325,12,3,5,3
6709,1,6,0,52%,458,17,0,1,1
6709,0,10,0,48%,437,10,1,4,1
6710,1,18,0,67%,367,13,5,11,3
6710,0,7,0,33%,187,22,3,8,0
6711,1,12,0,53%,385,17,0,4,3
6711,0,13,0,47%,346,15,0,7,0
6712,1,17,0,46%,366,16,2,5,0
6712,0,7,0,54%,443,19,1,2,3
6713,1,16,0,45%,437,8,8,4,1
6713,0,10,0,55%,518,7,1,4,1
6714,1,13,0,56%,429,16,1,3,3
6714,0,15,0,44%,345,16,1,2,0
6715,1,16,0,60%,521,8,4,9,0
6715,0,15,0,40%,354,11,1,4,3
6716,1,9,0,59%,395,14,1,4,3
6716,0,13,0,41%,286,21,1,4,0
6717,1,29,0,57%,573,16,0,9,3
6717,0,4,0,43%,438,13,0,4,0
6718,1,10,0,43%,274,23,3,4,0
6718,0,10,0,57%,369,12,4,3,3
6719,1,15,0,51%,421,16,2,9,1
6719,0,6,0,49%,436,18,2,3,1
6720,1,19,0,61%,550,15,2,6,1
6720,0,7,0,39%,360,17,0,5,1
6721,1,17,0,68%,615,13,0,9,3
6721,0,6,0,32%,301,20,1,1,0
6722,1,8,0,43%,333,18,1,5,3
6722,0,15,0,57%,436,14,2,6,0
6723,1,13,0,40%,332,16,6,5,3
6723,0,15,0,60%,484,13,1,8,0
6724,1,8,0,61%,609,11,4,4,3
6724,0,8,0,39%,391,10,3,4,0
6725,1,16,0,44%,340,22,1,6,0
6725,0,13,0,56%,435,13,1,2,3
6726,1,5,0,48%,285,18,2,2,3
6726,0,19,0,52%,302,29,2,7,0
6727,1,13,0,39%,333,19,2,4,3
6727,0,3,0,61%,524,17,4,4,0
6728,1,19,0,55%,354,9,2,10,0
6728,0,6,0,45%,294,20,0,7,3
6729,1,12,0,43%,316,8,1,3,0
6729,0,11,0,57%,400,18,3,3,3
6730,1,16,0,59%,464,12,2,7,3
6730,0,18,0,41%,331,15,1,5,0
6731,1,9,0,60%,427,16,2,7,1
6731,0,14,0,40%,288,15,2,9,1
6732,1,20,0,64%,463,13,6,13,1
6732,0,10,0,36%,278,19,1,2,1
6733,1,17,0,52%,449,12,1,2,1
6733,0,14,0,48%,426,17,4,2,1
6734,1,12,0,69%,517,12,0,5,3
6734,0,8,0,31%,229,25,1,4,0
6735,1,17,0,54%,409,16,2,4,0
6735,0,10,0,46%,352,15,3,3,3
6736,1,16,0,57%,402,20,2,3,3
6736,0,13,0,43%,314,16,1,6,0
6737,1,12,0,44%,284,26,0,5,0
6737,0,15,0,56%,345,23,3,8,3
6738,1,20,0,59%,469,13,2,11,3
6738,0,3,0,41%,368,16,4,1,0
6739,1,13,0,42%,398,8,1,5,3
6739,0,4,0,58%,547,9,5,2,0
6740,1,10,0,57%,428,12,2,3,1
6740,0,14,0,43%,330,23,0,1,1
6741,1,16,0,59%,401,20,8,9,1
6741,0,20,0,41%,279,22,2,2,1
6742,1,11,0,56%,488,11,1,7,1
6742,0,14,0,44%,387,18,5,5,1
6743,1,18,0,66%,511,13,2,9,1
6743,0,11,0,34%,280,20,1,3,1
6744,1,12,0,48%,343,12,4,7,1
6744,0,15,0,52%,374,14,2,6,1
6745,1,9,0,51%,347,22,2,8,1
6745,0,11,0,49%,374,18,2,3,1
6746,1,15,0,47%,416,15,3,7,3
6746,0,9,0,53%,476,11,1,2,0
6747,1,13,0,43%,395,17,2,6,3
6747,0,14,0,57%,535,13,3,4,0
6748,1,12,0,46%,374,20,3,6,3
6748,0,9,0,54%,442,22,1,2,0
6749,1,5,0,30%,236,17,1,4,1
6749,0,19,0,70%,517,8,7,11,1
6750,1,14,0,64%,479,14,0,2,3
6750,0,15,0,36%,276,26,0,2,0
6751,1,12,0,42%,369,21,0,3,3
6751,0,5,0,58%,508,19,0,4,0
6752,1,24,0,57%,381,16,2,8,3
6752,0,10,0,43%,299,20,2,4,0
6753,1,16,0,32%,296,12,1,5,3
6753,0,12,0,68%,621,11,1,2,0
6754,1,18,0,45%,452,14,1,5,3
6754,0,12,0,55%,543,7,1,5,0
6755,1,7,0,49%,333,10,2,4,3
6755,0,12,0,51%,347,19,1,2,0
6756,1,13,0,55%,564,10,4,5,0
6756,0,8,0,45%,461,9,1,5,3
6757,1,8,0,36%,247,20,4,4,3
6757,0,13,0,64%,447,19,3,5,0
6758,1,25,0,53%,353,13,2,9,0
6758,0,8,0,47%,337,18,4,2,3
6759,1,14,0,55%,542,11,0,5,1
6759,0,14,0,45%,453,10,0,0,1
6760,1,16,0,48%,394,14,5,4,1
6760,0,14,0,52%,420,16,2,4,1
6761,1,7,0,48%,326,26,8,3,0
6761,0,12,0,52%,355,15,1,3,3
6762,1,13,0,65%,454,15,2,12,3
6762,0,7,0,35%,255,18,2,6,0
6763,1,12,0,54%,469,18,1,0,0
6763,0,8,0,46%,406,13,1,5,3
6764,1,18,0,54%,441,10,0,7,0
6764,0,11,0,46%,398,11,4,7,3
6765,1,12,0,40%,336,13,4,5,1
6765,0,10,0,60%,495,11,1,10,1
6766,1,14,0,43%,443,15,2,4,1
6766,0,6,0,57%,593,17,3,1,1
6767,1,12,0,66%,451,18,5,3,1
6767,0,12,0,34%,227,27,0,3,1
6768,1,9,0,55%,350,15,2,6,3
6768,0,9,0,45%,289,19,0,4,0
6769,1,11,0,53%,387,16,2,6,1
6769,0,16,0,47%,354,14,3,2,1
6770,1,18,0,40%,359,16,3,7,1
6770,0,15,0,60%,553,10,2,3,1
6771,1,12,0,56%,497,15,3,5,1
6771,0,20,0,44%,377,18,1,3,1
6772,1,14,0,52%,410,11,5,5,3
6772,0,10,0,48%,395,11,3,5,0
6773,1,13,0,42%,374,11,0,5,3
6773,0,8,0,58%,518,12,2,6,0
6774,1,9,0,39%,330,20,1,1,3
6774,0,21,0,61%,496,19,2,6,0
6775,1,14,0,60%,597,8,5,5,3
6775,0,11,0,40%,400,18,1,2,0
6776,1,16,0,63%,433,13,3,4,3
6776,0,16,0,37%,258,22,1,4,0
6777,1,12,0,34%,301,20,0,4,3
6777,0,8,0,66%,565,18,1,6,0
6778,1,20,0,45%,242,20,2,7,3
6778,0,14,0,55%,294,16,3,6,0
6779,1,16,0,59%,481,22,1,10,1
6779,0,10,0,41%,347,22,2,3,1
6780,1,22,0,57%,470,6,2,12,1
6780,0,8,0,43%,367,9,0,4,1
6781,1,10,0,61%,411,19,2,3,1
6781,0,7,0,39%,258,17,1,10,1
6782,1,14,0,52%,422,13,2,5,3
6782,0,12,0,48%,405,15,5,4,0
6783,1,11,0,42%,341,26,0,4,3
6783,0,5,0,58%,470,28,1,4,0
6784,1,13,0,38%,317,20,3,5,3
6784,0,12,0,62%,508,14,4,7,0
6785,1,12,0,52%,441,13,0,4,3
6785,0,12,0,48%,415,15,0,8,0
6786,1,21,0,54%,299,25,0,5,3
6786,0,6,0,46%,262,24,1,2,0
6787,1,21,0,47%,419,12,2,3,0
6787,0,5,0,53%,479,16,3,4,3
6788,1,9,0,63%,503,18,1,3,0
6788,0,11,0,37%,289,15,1,5,3
6789,1,13,0,64%,450,23,1,7,1
6789,0,6,0,36%,254,19,2,3,1
6791,1,14,0,58%,494,15,1,6,1
6791,0,8,0,42%,366,12,1,4,1
6792,1,15,0,55%,370,19,2,7,1
6792,0,19,0,45%,304,23,0,7,1
6793,1,15,0,69%,611,10,1,10,0
6793,0,8,0,31%,285,13,0,5,3
6794,1,20,0,46%,421,9,5,6,3
6794,0,4,0,54%,501,22,2,5,0
6795,1,14,0,38%,350,15,1,7,0
6795,0,10,0,62%,589,16,1,2,3
6796,1,17,0,53%,412,14,0,13,3
6796,0,8,0,47%,384,15,0,4,0
6797,1,13,0,77%,745,6,5,9,3
6797,0,8,0,23%,231,9,0,2,0
6798,1,25,0,53%,486,13,1,13,3
6798,0,9,0,47%,464,9,0,1,0
6799,1,16,0,68%,520,22,1,6,3
6799,0,4,0,32%,248,22,1,2,0
6800,1,11,3,41%,345,7,3,4,1
6800,0,15,4,59%,501,10,1,6,1
6801,1,5,2,67%,638,10,1,1,1
6801,0,16,2,33%,304,12,3,7,1
6802,1,12,2,37%,321,6,2,7,1
6802,0,12,1,63%,573,15,2,4,1
6803,1,28,9,39%,290,11,4,14,3
6803,0,11,5,61%,473,11,1,3,0
6804,1,8,5,37%,321,10,0,5,3
6804,0,13,3,63%,533,13,0,5,0
6805,1,9,5,38%,306,15,2,5,3
6805,0,20,7,62%,512,18,2,8,0
6806,1,20,9,53%,450,13,1,6,3
6806,0,9,0,47%,415,19,1,4,0
6807,1,16,10,52%,399,19,5,3,3
6807,0,15,5,48%,378,16,2,2,0
6808,1,11,6,51%,456,13,2,4,3
6808,0,4,0,49%,458,17,1,2,0
6809,1,17,7,61%,494,17,1,6,3
6809,0,17,9,39%,315,13,1,6,0
6810,1,11,4,44%,313,16,1,3,3
6810,0,6,1,56%,393,13,2,4,0
6811,1,8,0,34%,332,11,0,4,0
6811,0,20,11,66%,641,13,1,7,3
6812,1,7,3,47%,338,24,1,3,3
6812,0,23,11,53%,378,17,2,4,0
6813,1,10,5,44%,364,20,1,5,1
6813,0,17,5,56%,457,14,2,7,1
6814,1,11,6,40%,446,15,1,1,3
6814,0,15,3,60%,648,12,1,6,0
6815,1,14,3,47%,419,13,0,3,0
6815,0,12,4,53%,473,6,2,4,3
6816,1,20,3,61%,420,18,3,12,0
6816,0,15,5,39%,293,23,4,5,3
6817,1,18,1,61%,566,11,0,5,0
6817,0,6,4,39%,372,16,3,3,3
6818,1,16,10,60%,378,13,3,10,3
6818,0,9,3,40%,253,23,3,5,0
6819,1,11,4,56%,444,16,1,5,3
6819,0,8,0,44%,352,10,2,6,0
6820,1,12,3,53%,364,19,7,9,0
6820,0,16,8,47%,347,16,4,6,3
6821,1,8,5,37%,323,13,1,9,3
6821,0,10,1,63%,571,16,2,3,0
6822,1,18,7,42%,299,11,3,3,3
6822,0,13,6,58%,421,11,1,7,0
6823,1,13,6,43%,430,10,3,5,1
6823,0,14,4,57%,556,12,0,5,1
6824,1,10,7,68%,564,16,2,6,1
6824,0,15,5,32%,277,14,1,6,1
6825,1,11,4,48%,372,20,1,2,3
6825,0,17,10,52%,382,18,1,11,0
6826,1,14,5,48%,403,23,5,5,0
6826,0,15,8,52%,430,11,5,9,3
6827,1,13,1,55%,509,8,1,9,0
6827,0,14,2,45%,427,14,0,6,3
6828,1,19,10,67%,499,21,0,12,3
6828,0,12,6,33%,250,13,2,6,0
6829,1,23,4,58%,519,16,3,6,3
6829,0,11,3,42%,388,11,0,0,0
6830,1,19,4,51%,442,11,2,9,3
6830,0,5,0,49%,454,9,0,1,0
6831,1,11,5,49%,383,15,1,6,3
6831,0,9,2,51%,392,11,5,6,0
6832,1,17,6,56%,459,18,5,5,3
6832,0,7,2,44%,363,22,0,2,0
6833,1,15,5,53%,398,20,1,7,1
6833,0,9,3,47%,363,12,2,6,1
6834,1,19,2,65%,423,19,0,11,1
6834,0,5,1,35%,239,19,4,2,1
6835,1,7,1,35%,322,26,0,2,3
6835,0,14,3,65%,600,25,1,5,0
6836,1,14,5,62%,525,8,2,4,0
6836,0,10,4,38%,332,16,1,5,3
6837,1,11,2,59%,537,15,3,6,3
6837,0,10,0,41%,374,13,1,5,0
6838,1,10,5,45%,365,13,2,7,3
6838,0,11,3,55%,436,12,3,7,0
6839,1,18,8,60%,462,21,6,7,3
6839,0,8,3,40%,321,27,4,4,0
6840,1,15,7,54%,394,19,1,10,1
6840,0,7,1,46%,346,16,1,4,1
6841,1,7,4,54%,469,20,4,2,3
6841,0,13,3,46%,390,10,4,10,0
6842,1,27,9,58%,448,10,2,14,0
6842,0,10,6,42%,357,14,3,1,3
6843,1,5,3,43%,331,14,7,2,3
6843,0,12,4,57%,421,17,1,8,0
6844,1,8,3,62%,594,13,2,7,3
6844,0,8,2,38%,367,9,2,2,0
6845,1,14,5,39%,302,17,1,3,3
6845,0,17,7,61%,465,16,2,8,0
6846,1,13,7,36%,297,20,4,8,3
6846,0,10,4,64%,536,9,0,3,0
6847,1,19,5,59%,534,18,0,5,3
6847,0,12,4,41%,362,12,1,6,0
6848,1,18,7,47%,362,22,0,5,0
6848,0,10,7,53%,414,9,2,1,3
6849,1,18,9,51%,370,14,1,10,3
6849,0,11,3,49%,371,18,1,6,0
6850,1,16,6,56%,419,24,3,6,3
6850,0,10,3,44%,322,19,1,3,0
6851,1,14,4,49%,365,15,2,3,3
6851,0,8,3,51%,378,19,2,3,0
6852,1,13,6,53%,409,14,1,5,1
6852,0,8,4,47%,358,28,1,5,1
6853,1,12,2,38%,327,17,1,4,1
6853,0,9,3,62%,523,18,2,9,1
6854,1,11,6,56%,492,11,2,3,3
6854,0,13,4,44%,386,15,1,0,0
6855,1,19,9,70%,622,11,1,7,3
6855,0,5,3,30%,264,21,1,2,0
6856,1,5,3,34%,257,8,3,1,3
6856,0,17,7,66%,467,22,2,6,0
6857,1,16,2,57%,495,15,2,7,0
6857,0,10,5,43%,391,12,3,4,3
6858,1,6,3,42%,353,20,2,4,3
6858,0,9,1,58%,480,7,1,4,0
6859,1,18,5,64%,643,15,2,11,3
6859,0,7,3,36%,361,16,0,4,0
6860,1,15,3,55%,456,12,0,2,1
6860,0,17,8,45%,378,10,2,7,1
6861,1,7,3,57%,465,21,1,5,1
6861,0,7,1,43%,355,14,3,1,1
6862,1,17,5,47%,377,21,2,7,3
6862,0,3,1,53%,441,24,1,2,0
6863,1,24,3,69%,514,11,2,12,0
6863,0,6,2,31%,243,10,4,6,3
6864,1,17,10,52%,363,24,1,3,3
6864,0,5,2,48%,362,15,0,5,0
6865,1,7,3,53%,533,9,6,6,3
6865,0,18,2,47%,470,16,4,7,0
6866,1,23,5,56%,476,12,2,5,3
6866,0,14,3,44%,380,16,1,4,0
6867,1,9,5,45%,406,16,2,10,3
6867,0,16,6,55%,490,14,3,7,0
6868,1,7,1,47%,323,16,5,5,1
6868,0,10,3,53%,367,14,2,6,1
6869,1,12,2,51%,494,12,2,3,0
6869,0,12,4,49%,505,17,1,2,3
6870,1,13,4,58%,560,17,2,5,1
6870,0,9,2,42%,423,13,3,2,1
6871,1,24,6,66%,601,16,0,11,0
6871,0,9,3,34%,332,15,0,0,3
6872,1,16,5,49%,399,20,0,4,3
6872,0,11,4,51%,415,22,0,6,0
6873,1,13,5,45%,339,18,3,10,1
6873,0,5,0,55%,434,13,5,4,1
6874,1,12,4,39%,240,16,0,3,1
6874,0,14,5,61%,369,25,1,4,1
6875,1,12,2,60%,445,12,4,5,0
6875,0,8,3,40%,312,24,4,3,3
6876,1,21,6,59%,421,11,2,8,0
6876,0,7,4,41%,309,13,4,3,3
6877,1,15,9,62%,442,14,2,3,0
6877,0,17,5,38%,271,23,1,5,3
6878,1,11,6,57%,483,10,3,5,0
6878,0,13,6,43%,375,19,1,5,3
6879,1,17,5,55%,541,12,0,2,1
6879,0,15,7,45%,442,14,0,8,1
6880,1,5,2,53%,431,23,2,3,1
6880,0,12,6,47%,390,26,3,2,1
6881,1,12,7,34%,299,17,2,5,3
6881,0,28,5,66%,553,15,1,8,0
6882,1,7,3,43%,360,20,1,2,3
6882,0,19,3,57%,440,11,1,6,0
6883,1,14,5,49%,423,19,1,5,0
6883,0,15,4,51%,445,20,0,4,3
6884,1,13,4,68%,536,10,5,6,3
6884,0,9,4,32%,259,17,6,3,0
6885,1,17,3,60%,453,15,4,8,0
6885,0,10,6,40%,319,10,4,5,3
6886,1,16,5,48%,434,15,2,5,3
6886,0,18,1,52%,444,12,2,9,0
6887,1,20,11,52%,359,21,3,6,3
6887,0,13,2,48%,329,13,1,7,0
6888,1,17,12,53%,439,18,4,6,3
6888,0,12,6,47%,396,11,0,3,0
6889,1,6,1,52%,405,21,0,5,3
6889,0,8,2,48%,392,23,3,1,0
6890,1,9,3,57%,531,13,0,9,0
6890,0,9,3,43%,416,17,1,0,3
6891,1,15,3,52%,365,12,0,6,1
6891,0,9,6,48%,342,25,4,3,1
6892,1,15,1,68%,462,24,2,8,0
6892,0,5,3,32%,237,19,7,0,3
6893,1,15,11,48%,473,10,3,5,3
6893,0,12,3,52%,517,11,2,1,0
6894,1,15,6,57%,564,16,2,7,0
6894,0,5,3,43%,448,16,0,2,3
6895,1,22,9,55%,413,15,2,8,3
6895,0,9,2,45%,333,26,2,9,0
6896,1,14,3,42%,375,6,1,5,0
6896,0,13,4,58%,518,23,0,3,3
6897,1,9,2,56%,440,21,3,2,0
6897,0,6,2,44%,365,28,0,4,3
6898,1,12,5,53%,434,21,0,3,3
6898,0,5,2,47%,398,19,1,1,0
6899,1,31,9,73%,588,11,1,17,0
6899,0,8,2,27%,231,10,0,2,3
6900,1,16,4,32%,263,14,0,3,1
6900,0,13,2,68%,553,10,4,11,1
6901,1,14,1,61%,480,23,2,4,3
6901,0,6,2,39%,328,14,1,0,0
6902,1,21,7,56%,439,17,1,11,1
6902,0,6,1,44%,359,16,2,5,1
6903,1,10,3,44%,407,14,3,6,1
6903,0,18,3,56%,525,25,0,5,1
6904,1,16,5,61%,395,17,2,8,1
6904,0,10,4,39%,253,20,1,5,1
6905,1,11,4,47%,357,23,3,4,3
6905,0,10,5,53%,394,18,1,3,0
6906,1,19,9,67%,645,14,2,10,3
6906,0,3,0,33%,342,14,1,2,0
6907,1,15,7,47%,412,17,5,10,3
6907,0,12,2,53%,464,14,0,0,0
6908,1,19,3,58%,466,12,0,11,3
6908,0,2,1,42%,351,18,2,4,0
6909,1,12,8,69%,453,14,6,6,1
6909,0,23,7,31%,202,22,2,5,1
6910,1,13,8,48%,498,17,1,2,3
6910,0,20,6,52%,518,8,4,5,0
6911,1,10,1,41%,282,23,2,6,0
6911,0,9,3,59%,415,15,2,9,3
6912,1,18,5,51%,353,12,3,14,0
6912,0,9,6,49%,366,23,4,4,3
6913,1,11,3,57%,503,14,1,4,1
6913,0,9,6,43%,391,27,1,7,1
6914,1,26,6,43%,359,18,0,10,1
6914,0,4,3,57%,504,13,4,2,1
6915,1,20,5,73%,620,16,2,10,1
6915,0,7,2,27%,242,18,1,2,1
6916,1,19,11,73%,685,9,2,11,0
6916,0,8,3,27%,257,17,1,5,3
6917,1,11,6,38%,306,12,0,1,3
6917,0,8,1,62%,484,15,3,9,0
6918,1,17,8,52%,442,18,0,6,3
6918,0,14,5,48%,414,5,2,2,0
6919,1,16,6,59%,399,16,2,10,0
6919,0,12,6,41%,291,18,2,2,3
6920,1,27,9,67%,569,12,0,18,0
6920,0,11,7,33%,307,14,2,0,3
6921,1,12,0,59%,509,13,0,6,0
6921,0,16,5,41%,360,20,2,7,3
6922,1,18,3,62%,490,16,3,8,0
6922,0,3,2,38%,332,14,5,1,3
6923,1,14,6,62%,621,16,0,9,0
6923,0,15,5,38%,403,9,1,1,3
6924,1,24,6,64%,485,9,1,15,0
6924,0,10,3,36%,298,13,3,4,3
6925,1,18,5,68%,514,16,3,8,0
6925,0,10,4,32%,251,14,5,9,3
6926,1,18,3,74%,600,18,0,9,1
6926,0,11,3,26%,211,21,0,4,1
6927,1,10,2,63%,455,14,5,6,0
6927,0,9,8,37%,276,18,1,3,3
6928,1,23,7,61%,587,12,1,8,0
6928,0,4,3,39%,388,20,1,2,3
6929,1,11,5,53%,385,9,1,5,3
6929,0,11,1,47%,346,26,1,8,0
6930,1,19,9,63%,621,5,1,8,1
6930,0,11,4,37%,372,11,2,3,1
6931,1,22,5,67%,533,18,0,8,1
6931,0,13,4,33%,264,12,2,3,1
6932,1,10,3,36%,332,16,1,6,1
6932,0,5,1,64%,588,14,3,3,1
6933,1,16,4,44%,354,16,1,9,1
6933,0,4,0,56%,471,25,0,3,1
6934,1,15,4,42%,334,21,3,5,0
6934,0,5,2,58%,449,24,9,8,3
6935,1,15,5,32%,216,22,0,1,3
6935,0,9,3,68%,455,14,5,1,0
6936,1,14,4,53%,329,19,5,3,0
6936,0,6,2,47%,292,18,2,3,3
6937,1,12,6,62%,536,20,1,7,3
6937,0,10,3,38%,334,18,1,3,0
6938,1,15,6,57%,461,21,1,5,3
6938,0,7,2,43%,363,19,2,6,0
6939,1,11,6,43%,407,14,1,3,3
6939,0,10,3,57%,526,16,3,6,0
6940,1,15,3,27%,257,18,1,3,1
6940,0,22,7,73%,704,10,1,11,1
6941,1,18,6,62%,451,16,4,10,1
6941,0,7,5,38%,286,23,0,2,1
6942,1,24,9,70%,588,19,1,8,0
6942,0,11,5,30%,264,18,1,3,3
6943,1,16,2,51%,464,18,1,7,0
6943,0,7,5,49%,486,7,1,0,3
6944,1,13,7,45%,364,12,6,4,3
6944,0,13,6,55%,439,12,3,1,0
6945,1,7,5,60%,542,13,7,13,3
6945,0,18,5,40%,368,17,1,7,0
6946,1,11,3,44%,329,26,1,1,3
6946,0,12,5,56%,409,20,2,4,0
6947,1,13,3,60%,531,16,4,3,1
6947,0,9,1,40%,353,21,1,4,1
6948,1,17,6,48%,409,21,0,8,1
6948,0,15,6,52%,438,18,3,4,1
6949,1,8,5,51%,317,22,4,4,3
6949,0,14,3,49%,295,34,2,9,0
6950,1,10,4,68%,493,13,6,6,0
6950,0,14,7,32%,239,19,1,4,3
6951,1,19,6,51%,418,20,1,6,3
6951,0,9,3,49%,423,24,1,1,0
6952,1,27,5,52%,411,12,1,4,1
6952,0,12,4,48%,407,20,0,4,1
6953,1,5,2,28%,246,20,2,4,3
6953,0,26,9,72%,638,10,2,8,0
6954,1,19,5,55%,510,15,4,6,0
6954,0,12,1,45%,412,13,3,6,3
6955,1,12,1,63%,464,21,2,6,0
6955,0,7,4,37%,290,31,1,3,3
6956,1,20,8,71%,614,25,2,12,0
6956,0,4,2,29%,265,19,1,0,3
6957,1,11,5,51%,460,10,1,4,3
6957,0,19,5,49%,440,19,2,7,0
6958,1,13,3,58%,461,24,1,7,0
6958,0,11,4,42%,341,16,1,5,3
6959,1,6,2,55%,507,17,0,5,1
6959,0,10,5,45%,408,14,1,8,1
6960,1,15,3,71%,661,19,1,8,3
6960,0,9,1,29%,262,18,1,5,0
6961,1,8,4,35%,314,9,1,1,0
6961,0,24,8,65%,578,11,0,6,3
6962,1,9,3,40%,388,9,1,2,1
6962,0,16,2,60%,549,16,1,11,1
6963,1,23,9,59%,601,14,3,3,1
6963,0,4,1,41%,434,17,0,4,1
6964,1,13,6,63%,514,15,2,3,1
6964,0,9,3,37%,306,23,1,2,1
6965,1,16,7,49%,366,21,0,5,0
6965,0,13,2,51%,367,19,3,6,3
6966,1,12,1,52%,336,18,3,2,0
6966,0,9,6,48%,327,25,2,5,3
6967,1,16,7,57%,492,18,1,2,0
6967,0,15,9,43%,383,24,1,3,3
6968,1,18,5,57%,450,13,1,6,0
6968,0,7,3,43%,365,20,1,3,3
6969,1,7,4,48%,328,26,0,3,1
6969,0,12,3,52%,344,17,4,5,1
6970,1,26,7,70%,503,14,0,15,1
6970,0,10,4,30%,232,18,2,3,1
6971,1,16,4,58%,543,19,6,10,0
6971,0,12,4,42%,415,12,6,4,3
6972,1,13,1,49%,451,20,0,3,0
6972,0,10,4,51%,472,21,1,3,3
6973,1,12,3,55%,407,22,1,8,0
6973,0,15,3,45%,342,14,0,6,3
6974,1,14,5,46%,402,18,1,10,3
6974,0,13,6,54%,480,15,1,8,0
6975,1,15,4,41%,355,20,0,7,3
6975,0,12,5,59%,504,7,2,4,0
6976,1,18,6,62%,603,9,1,3,3
6976,0,9,1,38%,355,18,1,6,0
6977,1,26,10,67%,531,18,2,10,0
6977,0,7,4,33%,271,15,1,2,3
6978,1,11,1,49%,460,12,1,6,0
6978,0,13,6,51%,487,18,4,4,3
6979,1,10,4,44%,454,2,1,3,3
6979,0,12,7,56%,569,10,4,5,0
6980,1,10,6,52%,453,13,1,3,3
6980,0,13,3,48%,419,12,2,7,0
6981,1,22,4,62%,521,16,3,7,1
6981,0,7,1,38%,335,15,1,1,1
6982,1,12,3,38%,324,22,1,4,1
6982,0,13,3,62%,544,16,0,8,1
6983,1,13,3,49%,377,17,2,7,1
6983,0,6,0,51%,399,16,0,2,1
6984,1,19,3,66%,635,10,1,7,0
6984,0,7,5,34%,338,22,4,3,3
6985,1,11,5,32%,271,20,5,2,3
6985,0,11,4,68%,567,12,0,8,0
6986,1,8,3,49%,408,13,0,3,3
6986,0,9,2,51%,419,21,1,6,0
6987,1,7,4,63%,668,18,2,0,3
6987,0,10,4,37%,389,13,1,8,0
6988,1,14,6,65%,497,15,4,5,0
6988,0,10,6,35%,286,21,1,0,3
6989,1,15,3,46%,329,14,2,12,1
